area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,1.0,Hal old airport road,3 Bedroom,,1200,3.0,2.0,110.0
2,1.0,Basavangudi,6 Bedroom,,1214,3.0,0.0,220.0
3,0.0,Hosa Road,3 BHK,Sosisic,1513,3.0,1.0,103.0
2,1.0,arudi,3 Bedroom,,6Acres,2.0,0.0,80.0
3,1.0,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5
3,1.0,Ganga Nagar,1 BHK,,705,1.0,1.0,65.0
3,1.0,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,62.0
3,1.0,Yelahanka New Town,3 BHK,,1800,2.0,1.0,45.0
3,1.0,Kaval Byrasandra,3 BHK,,1400,3.0,2.0,75.0
3,1.0,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0
3,1.0,Anantapuram,3 BHK,GKiewke,1495,2.0,1.0,63.0
2,1.0,Nagavara,3 Bedroom,,2000,2.0,2.0,275.0
0,1.0,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,36.5
0,1.0,Yelahanka New Town,2 BHK,,1000,2.0,1.0,44.0
0,1.0,Chikka Banaswadi,2 BHK,SuntsAp,1250,2.0,3.0,75.0
3,0.0,Chandapura,2 BHK,SunceEs,975,2.0,1.0,24.86
3,1.0,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,80.0
0,1.0,Electronics City Phase 1,2 BHK,Raenti ,1080,2.0,2.0,46.0
3,1.0,Akshayanagara East,2 BHK,HoDewy ,1230,2.0,1.0,50.0
3,0.0,Kammasandra,2 BHK,,982,2.0,2.0,25.53
3,0.0,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36
3,1.0,HSR Layout,3 BHK,PuontFa,1590,2.0,2.0,135.0
3,1.0,Horamavu Agara,2 BHK,Suise S,1220,2.0,2.0,39.0
3,0.0,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12
3,1.0,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,105.0
3,1.0,Whitefield,3 BHK,Iseenst,1436,2.0,3.0,62.15
2,0.0,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0
3,1.0,Malleshwaram,2 BHK,Rintspa,1500,2.0,,140.0
3,1.0,Varthur,3 BHK,Caiseur,1560,3.0,2.0,90.0
3,0.0,Whitefield,3 BHK,,3758,3.0,1.0,300.0
3,1.0,Belatur,2 BHK,Indanrt,1275,2.0,2.0,59.0
3,1.0,Ramanjaneyanagar,2 BHK,,1040,2.0,2.0,36.4
3,1.0,Bellandur,3 BHK,BhreeBa,2400,3.0,2.0,115.0
2,1.0,Chamrajpet,6 Bedroom,,1500,9.0,3.0,230.0
2,0.0,Kaggalipura,4 Bedroom,AxvamTa,3150,5.0,1.0,212.0
3,1.0,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0
3,1.0,JP Nagar,4 BHK,Brnumnn,3200,5.0,3.0,309.0
3,1.0,Yeshwanthpur,2 BHK,Vatra N,1195,2.0,2.0,100.0
3,1.0,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,53.105
3,1.0,Hosakerehalli,5 BHK,,4500,5.0,2.0,145.0
2,1.0,Ulsoor,3 Bedroom,,450,3.0,1.0,70.0
2,0.0,Sathya Sai Layout,4 Bedroom,Prowshi,4304,4.0,2.0,699.0
3,0.0,Javarandoddi,1 BHK,,648,1.0,1.0,40.0
3,1.0,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,130.0
3,0.0,Thanisandra main road,4 BHK,,4209,4.0,2.0,602.0
3,1.0,Kudlu,2 BHK,Srrnasa,1027,2.0,1.0,44.0
2,1.0,Whitefield,4 Bedroom,Leuseut,1575,4.0,3.0,250.0
3,0.0,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.82
3,1.0,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,18.0
2,0.0,Chandapura,3 Bedroom,,1200,2.0,1.0,52.0
3,1.0,Cooke Town,2 BHK,,1100,2.0,3.0,90.0
0,1.0,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0
3,1.0,Banashankari,2 BHK,SuentAp,1100,2.0,1.0,63.0
3,1.0,Akshya Nagar,3 BHK,,1320,2.0,1.0,58.0
3,1.0,Kammasandra,3 BHK,Daden G,1500,3.0,2.0,65.0
2,1.0,Vijaypura,4 Bedroom,,1200,5.0,1.0,150.0
2,1.0,Bapuji Nagar,4 Bedroom,,1125,3.0,2.0,126.0
3,1.0,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5
3,0.0,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,90.2
3,1.0,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,32.0
3,0.0,Chennammana Kere,3 BHK,,1480,3.0,1.0,75.48
3,1.0,Austin Town,1 BHK,,500,1.0,1.0,13.0
2,1.0,3rd Block Banashankari,5 Bedroom,,2400,4.0,1.0,325.0
2,0.0,Kaikondrahalli,4 Bedroom,,1200,4.0,2.0,125.0
3,1.0,Kanakpura Road,2 BHK,,1041,2.0,1.0,36.44
3,1.0,Doddanekundi,2 BHK,,1128,2.0,2.0,48.4
3,1.0,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,90.0
3,1.0,Guddadahalli,2 BHK,KSidems,1180,2.0,2.0,65.0
0,1.0,Ejipura,2 BHK,BadorSp,1200,2.0,1.0,60.0
3,0.0,Mangammanapalya,3 BHK,,1250,3.0,2.0,39.5
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0
0,1.0,Chelekare,2 BHK,BhisePa,1000,2.0,1.0,45.0
0,1.0,Yelahanka New Town,2 Bedroom,,600,2.0,2.0,80.0
2,1.0,2nd Stage Nagarbhavi,4 Bedroom,,600,3.0,2.0,82.0
3,1.0,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.0
3,1.0,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0
3,0.0,Varthur,2 BHK,Unris E,1760,2.0,1.0,85.0
3,1.0,Amam Enclave Layout,2 BHK,,975,2.0,1.0,55.0
0,1.0,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,42.0
0,1.0,Kudlu,2 BHK,,1110,2.0,1.0,46.0
3,1.0,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,399.0
3,0.0,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5
3,1.0,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,55.0
0,1.0,Victoria Layout,2 BHK,,1115,2.0,1.0,115.0
3,1.0,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.0
3,0.0,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,32.0
3,1.0,Bellandur,2 BHK,,1251,2.0,3.0,47.0
3,0.0,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,30.0
3,0.0,4th Phase JP Nagar,2 BHK,,1080,2.0,2.0,38.0
3,1.0,Kudlu,4 BHK,,2100,3.0,1.0,114.0
2,1.0,Kammanahalli,4 Bedroom,,1600,4.0,1.0,200.0
3,1.0,NRI Layout,3 BHK,,1731,3.0,3.0,64.11
3,1.0,Hormavu,2 BHK,ARaveSa,1206,2.0,1.0,55.0
3,1.0,Choodasandra,3 BHK,MJiyayl,1560,3.0,2.0,78.0
3,1.0,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0
0,1.0,Billekahalli,2 BHK,Chuti S,1035,2.0,2.0,90.0
2,1.0,Ramamurthy Nagar,7 Bedroom,,1200,6.0,2.0,150.0
3,1.0,Sarjapur  Road,1 BHK,SJityaz,702,1.0,0.0,35.8
2,1.0,Attibele,3 Bedroom,,1700,3.0,1.0,65.0
3,1.0,HRBR Layout,2 BHK,,1145,2.0,2.0,68.5
3,1.0,Ramamurthy Nagar,3 BHK,,1208,2.0,2.0,43.5
3,1.0,Brookefield,3 BHK,,1589,3.0,2.0,74.0
0,1.0,Allalasandra,2 BHK,Jaensa ,560,2.0,1.0,22.0
3,1.0,Yelahanka New Town,3 BHK,SLhidOr,1426,2.0,2.0,61.5
3,1.0,Green Glen Layout,3 BHK,Sortz Q,1885,3.0,2.0,135.0
3,0.0,Old Madras Road,2 BHK,SheldGr,935,2.0,0.0,37.77
3,0.0,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,73.0
3,1.0,Singasandra,2 BHK,,1465,2.0,3.0,60.0
3,1.0,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.0
3,1.0,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,2.0,66.85
3,1.0,Whitefield,3 BHK,SMuilan,1452,2.0,2.0,46.29
3,1.0,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,89.56
3,1.0,Gollahalli,2 BHK,Meines ,1170,2.0,1.0,39.0
3,1.0,Anjappa Layout,2 BHK,,1070,2.0,1.0,50.0
3,0.0,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0
3,0.0,Kothanur,2 BHK,,1140,2.0,2.0,56.0
0,1.0,Rachenahalli,3 BHK,NRniad ,2600,3.0,2.0,160.0
3,1.0,Shikaripalya,3 BHK,ALtonea,1532,3.0,2.0,59.75
3,1.0,AGS Layout,2 BHK,,1150,2.0,1.0,46.0
3,1.0,Jakkur,2 BHK,HRaniIb,1473,2.0,1.0,85.0
3,1.0,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99
3,1.0,Prithvi Layout,4 BHK,Prigh L,4040,4.0,0.0,500.0
3,0.0,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,2.0,166.0
3,0.0,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,128.0
2,1.0,Kogilu,7 Bedroom,,2456,7.0,2.0,85.0
3,1.0,Chamrajpet,2 BHK,,650,2.0,2.0,45.0
2,1.0,Neeladri Nagar,5 Bedroom,Coleyli,4000,5.0,2.0,425.0
3,1.0,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,340.0
3,1.0,Chikkakannalli,3 BHK,,1495,3.0,2.0,90.0
3,1.0,R.T. Nagar,2 BHK,Esncyth,1080,2.0,1.0,48.0
3,1.0,Electronic City,3 BHK,Elodsre,1521,2.0,2.0,57.5
0,1.0,Aishwarya Crystal Layout,2 BHK,GRvasth,1053,2.0,0.0,51.0
3,0.0,Binny Pete,3 BHK,Shestlo,2406,5.0,2.0,289.0
2,1.0,Kanakpura Road,4 Bedroom,,800,5.0,3.0,115.0
3,1.0,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0
3,1.0,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.48
0,1.0,Begur,3 BHK,SrSaira,2400,3.0,2.0,12.0
3,0.0,OLd Gurappanapalya,3 BHK,,1250,3.0,2.0,39.0
2,1.0,Ramanagara Channapatna,4 Bedroom,,1200,2.0,1.0,75.0
0,1.0,Ulsoor,1 Bedroom,,840,1.0,1.0,150.0
3,1.0,Uttarahalli,2 BHK,SBiewid,1000,2.0,2.0,39.5
3,1.0,Bannerghatta Road,3 BHK,Guranya,1630,3.0,3.0,68.0
3,1.0,Kammasandra,2 BHK,Pre 1ri,985,2.0,1.0,40.5
3,1.0,BTM 2nd Stage,2 BHK,Chaldi ,1200,2.0,2.0,70.0
0,1.0,Ambalipura,3 BHK,,1650,3.0,3.0,100.0
3,1.0,Mico Layout,3 BHK,Amsomun,1670,3.0,2.0,59.0
3,1.0,5th Block Hbr Layout,5 BHK,,1200,5.0,,205.0
2,0.0,Sarjapur  Road,4 Bedroom,Saacesa,1240,4.0,0.0,110.0
0,1.0,Maheswari Nagar,2 BHK,AsensGa,1000,2.0,2.0,60.0
3,1.0,Doddabanahalli,2 BHK,,830,2.0,2.0,26.0
2,0.0,Ramagondanahalli,3 Bedroom,,1200,3.0,1.0,56.1
2,1.0,Sadashiva Nagar,5 Bedroom,,9600,7.0,2.0,2736.0
3,0.0,Begur Road,4 BHK,Pruthg ,2400 - 2600,6.0,0.0,122.5
3,1.0,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,43.0
3,1.0,Nagarbhavi,3 BHK,Deens G,1635,3.0,3.0,85.0
0,1.0,HSR Layout,2 BHK,,1120,2.0,1.0,70.0
2,1.0,Kamakya Layout,6 Bedroom,,2750,6.0,3.0,200.0
3,1.0,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,185.0
3,1.0,Harlur,3 BHK,SrEndPo,2137,3.0,2.0,110.0
3,1.0,Hennur Road,2 BHK,Koagati,973,2.0,1.0,50.74
3,0.0,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0
3,1.0,Banashankari,2 BHK,,1020,2.0,2.0,40.79
2,1.0,Hsr layout sector3,4 Bedroom,,1200,4.0,3.0,375.0
3,1.0,Electronic City,1 BHK,,750,1.0,1.0,35.0
3,1.0,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0
0,1.0,Thyagraj Nagar,2 Bedroom,,660,2.0,0.0,76.0
3,1.0,Ramagondanahalli,4 BHK,DNeremo,2787,5.0,2.0,220.0
0,1.0,Devasthanagalu,3 BHK,Grmes L,1470,2.0,3.0,60.0
3,0.0,Electronics City Phase 1,2 BHK,DSrry S,891,2.0,1.0,24.95
0,1.0,"Sarjapur Road, ",2 BHK,,1275,2.0,1.0,76.0
3,1.0,Kothanur,3 BHK,Somumys,1787,3.0,2.0,120.0
0,1.0,8th Phase JP Nagar,5 Bedroom,,1730,5.0,2.0,75.0
3,1.0,Sarjapur  Road,2 BHK,Adeatlm,1320,2.0,2.0,110.0
3,0.0,Yeshwanthpur,3 BHK,Aroomba,1692,3.0,3.0,108.0
3,1.0,Bannerghatta Road,3 BHK,SNity S,1400,3.0,2.0,69.0
3,1.0,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0
3,1.0,Whitefield,2 BHK,Sparam ,1370,2.0,2.0,56.0
3,0.0,Thirumenahalli,3 BHK,MNtha A,1602,3.0,2.0,56.0
0,0.0,"Hoodi Circle, ",1 BHK,,793,1.0,1.0,40.0
3,1.0,GM Palaya,1 BHK,Srg Bnc,675,1.0,1.0,35.0
0,1.0,Chikka Tirupathi,4 Bedroom,Theanmp,3250,4.0,2.0,136.0
3,1.0,Whitefield,2 BHK,Prarat ,1050,2.0,3.0,43.0
0,1.0,Jalahalli East,2 BHK,Srigmsw,1035,2.0,1.0,42.5
3,0.0,Sarjapur  Road,3 BHK,MJinele,1200,2.0,2.0,44.0
3,1.0,Sarjapur  Road,3 BHK,Saitya ,1800,3.0,2.0,128.0
0,1.0,Green Glen Layout,3 BHK,Prodsm ,1625,3.0,2.0,70.0
3,0.0,Electronics City Phase 1,2 BHK,DSsicky,1032,2.0,1.0,31.99
3,0.0,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,71.81
3,0.0,Kothnoor Dinne,2 BHK,,1100,2.0,2.0,38.0
0,1.0,Kundalahalli,3 BHK,,1500,3.0,2.0,50.0
0,0.0,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.63
3,1.0,Chikka Banaswadi,3 BHK,MSadeed,1555,3.0,3.0,73.0
3,1.0,Amruthahalli,2 BHK,Srncy R,1025,2.0,1.0,42.0
3,0.0,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,83.73
3,1.0,Banagirinagar,3 BHK,,1630,2.0,2.0,130.0
3,1.0,Arekere,2 BHK,Prdowth,900,2.0,1.0,44.5
3,1.0,Yelahanka,3 BHK,Rarthne,1355,2.0,3.0,75.0
2,0.0,1st Block Koramangala,4 Bedroom,,2360,4.0,2.0,601.0
0,1.0,Akshaya Nagar,2 BHK,,1200,2.0,2.0,45.0
3,1.0,Suraksha Nagar,3 BHK,AritaFe,1563,3.0,2.0,63.0
2,1.0,Medaralli,4 Bedroom,,1344,4.0,1.0,84.0
3,1.0,6th block Koramangala,3 BHK,,3000,3.0,2.0,400.0
3,1.0,5th Phase JP Nagar,2 BHK,,812,2.0,1.0,42.0
0,0.0,Basaveshwara Nagar,2 BHK,,1200,2.0,1.0,70.0
3,1.0,Yelahanka,4 BHK,,3175,4.0,1.0,156.0
3,1.0,Marathahalli,2 BHK,Prionad,1360,2.0,1.0,101.0
3,1.0,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,88.0
0,1.0,Rachenahalli,3 BHK,NRodsen,1756,3.0,2.0,110.0
3,1.0,8th Phase JP Nagar,3 BHK,MBodsen,1296,2.0,2.0,51.83
3,1.0,Haralur Road,2 BHK,NDionas,1300,2.0,1.0,75.0
3,1.0,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,50.0
3,1.0,Poorna Pragna Layout,3 BHK,,1270,2.0,2.0,50.79
0,1.0,Electronic City,2 BHK,DSgmax ,1210,2.0,1.0,55.0
3,1.0,Hormavu,2 BHK,Savar S,1310,2.0,2.0,67.0
2,1.0,Ejipura,5 Bedroom,,1356,5.0,2.0,139.0
3,0.0,Magadi Road,3 BHK,Vrenty ,1052 - 1322,2.0,0.0,55.195
3,1.0,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,140.0
2,0.0,KR Puram,5 Bedroom,,1200,5.0,1.0,125.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,,1050,2.0,2.0,37.0
2,1.0,Banashankari,4 Bedroom,,2400,4.0,3.0,500.0
3,0.0,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,34.0
3,1.0,Varthur,2 BHK,Vaensia,1210,2.0,2.0,54.0
3,0.0,Kasavanhalli,3 BHK,,2035,3.0,2.0,142.0
3,1.0,Sarjapur,1 BHK,DSousyl,633,1.0,1.0,17.09
0,1.0,Amruthahalli,1 BHK,Prowsi ,485,1.0,1.0,19.5
3,1.0,Varthur,2 BHK,DSingSt,1112,2.0,2.0,40.0
2,1.0,Ullal Uppanagar,2 Bedroom,,1200,2.0,0.0,82.0
3,1.0,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,187.0
3,1.0,Doddanakundi Industrial Area 2,3 BHK,BrlonAv,1419,3.0,2.0,85.0
3,0.0,Sri Sai Layout,2 BHK,,1195,2.0,,42.4
0,1.0,Versova Layout,3 Bedroom,,2020,3.0,3.0,270.0
3,1.0,Kundalahalli,2 BHK,Dieldli,1047,2.0,2.0,91.0
3,1.0,Thanisandra,3 BHK,Soitya ,1884,4.0,2.0,117.0
2,1.0,Malleshpalya,3 Bedroom,,1200,3.0,2.0,149.0
3,1.0,Bannerghatta Road,2 BHK,SNity S,905,2.0,1.0,58.0
3,1.0,JP Nagar,3 BHK,Brwernn,1500,2.0,1.0,108.0
0,1.0,Chikkajala,1 BHK,,850,1.0,0.0,50.0
0,0.0,Bommasandra Industrial Area,2 BHK,,1125,2.0,1.0,32.49
0,1.0,Tindlu,2 BHK,,1165,2.0,2.0,59.8
0,1.0,Maruthi Sevanagar,2 BHK,,933,2.0,0.0,55.0
3,1.0,Hennur Road,3 BHK,Maity W,1305,2.0,1.0,77.0
3,1.0,Billekahalli,2 BHK,Asity S,1125,2.0,1.0,65.0
3,1.0,BSM Extension,2 BHK,Raave E,865,2.0,2.0,33.0
3,1.0,Jigani,3 BHK,DLhtsen,1245,3.0,3.0,66.0
3,1.0,Kalyan nagar,2 BHK,,8840,2.0,3.0,300.0
3,1.0,Udayagiri,3 BHK,Ozquaba,1145,2.0,2.0,60.0
0,1.0,AECS Layout,3 BHK,Concyvi,2000,3.0,1.0,90.0
3,0.0,Hosa Road,1 BHK,Skume R,625,1.0,1.0,43.68
3,1.0,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,128.0
2,1.0,Madiwala,1 Bedroom,,400,1.0,1.0,75.0
3,1.0,Sarjapur  Road,3 BHK,Shthi S,1270,2.0,1.0,54.0
3,0.0,Madiwala,3 BHK,,1250,3.0,2.0,39.5
3,0.0,Jakkur,3 BHK,ArndsSk,1485,3.0,2.0,72.0
3,1.0,Shankarapuram,2 BHK,,823,2.0,1.0,80.0
3,1.0,7th Phase JP Nagar,2 BHK,,990,2.0,2.0,50.0
2,1.0,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0
3,0.0,Kothanur,2 BHK,,1185,2.0,2.0,59.0
3,1.0,Kadubeesanahalli,2 BHK,,1140,2.0,1.0,78.0
3,1.0,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0
3,1.0,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,125.0
0,1.0,Kumaraswami Layout,4 Bedroom,,2600,4.0,2.0,300.0
3,0.0,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04
0,1.0,Doddakannelli,2 BHK,Jyavet ,1025,2.0,1.0,48.0
0,0.0,Whitefield,2 BHK,,1216,2.0,1.0,72.0
3,1.0,Sarjapur  Road,2 BHK,,1026,2.0,2.0,60.8
3,1.0,Sarjapur  Road,4 BHK,Adeatlm,3335,4.0,3.0,300.0
0,1.0,Kodichikkanahalli,5 Bedroom,,2700,4.0,2.0,125.0
3,0.0,Begur,3 BHK,Arera V,1411,2.0,2.0,60.0
3,1.0,Kanakpura Road,3 BHK,SPthara,1320,2.0,1.0,39.6
0,1.0,Bannerghatta,2 BHK,Srentea,1320,2.0,0.0,50.0
2,1.0,OMBR Layout,4 Bedroom,,615,4.0,2.0,110.0
3,1.0,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,155.0
3,1.0,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0
2,0.0,Banjara Layout,4 Bedroom,,1200,4.0,1.0,105.0
3,1.0,Hebbal,4 BHK,Prersis,2375,4.0,2.0,189.0
2,1.0,Chamundi Nagar,3 Bedroom,,1750,3.0,2.0,120.0
2,1.0,Wilson Garden,9 Bedroom,,960,5.0,2.0,130.0
3,1.0,TC Palaya,2 BHK,,1152,2.0,2.0,55.0
3,1.0,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,54.0
3,1.0,Lingadheeranahalli,3 BHK,Soiewre,1684,3.0,1.0,120.0
3,1.0,Hennur Road,3 BHK,MItatHa,1672,3.0,2.0,86.0
3,1.0,Panathur,2 BHK,Saite G,1075,2.0,2.0,60.0
2,1.0,Sarjapur,3 Bedroom,PulokPu,1500,5.0,2.0,95.0
3,1.0,HOSUR MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
3,0.0,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.26
3,1.0,Nagashetty Halli,2 BHK,,750,2.0,0.0,40.0
3,1.0,Yeshwanthpur,2 BHK,IBityin,1169,2.0,2.0,64.08
3,0.0,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,62.0
3,1.0,Kengeri,2 BHK,,1160,2.0,2.0,40.6
0,1.0,Shampura,7 Bedroom,,2800,5.0,3.0,95.0
3,1.0,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,70.0
3,1.0,Domlur,3 BHK,,1850,3.0,1.0,180.0
3,0.0,Venkatapura,3 BHK,,1300,3.0,2.0,46.0
3,0.0,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,37.84
0,1.0,RMV,3 BHK,,2750,5.0,2.0,550.0
3,1.0,Bhoopsandra,3 BHK,E onsg ,2150,3.0,0.0,170.0
0,1.0,5th Block Hbr Layout,6 BHK,,5100,5.0,3.0,300.0
3,0.0,Kanakpura Road,3 BHK,,1300,2.0,3.0,69.0
2,1.0,Kadugodi,3 Bedroom,,1875,2.0,1.0,110.0
3,1.0,Hulimavu,3 BHK,,1260,2.0,1.0,82.0
0,1.0,Kengeri,5 Bedroom,,2500,4.0,3.0,100.0
3,0.0,Begur Road,2 BHK,,1241,2.0,1.0,64.0
3,1.0,Sarjapur  Road,2 BHK,Usquaya,1025,2.0,2.0,45.5
2,1.0,Postal Colony,2 Bedroom,,1500,1.0,0.0,218.0
0,0.0,Electronic City,2 BHK,GMown E,1070,2.0,1.0,60.0
3,1.0,Begur,2 BHK,Prorath,815,2.0,1.0,40.0
0,1.0,Kanakpura Road,3 BHK,SoestSu,2000,3.0,3.0,105.0
3,1.0,Malleshwaram,2 BHK,,1400,2.0,1.0,190.0
2,1.0,Varthur,4 Bedroom,,1740,4.0,3.0,175.0
3,1.0,ITPL,4 BHK,Toodyit,5666 - 5669,5.0,0.0,300.0
0,0.0,Sarjapur  Road,2 BHK,,1216,2.0,2.0,70.0
3,1.0,pavitra paradise,3 BHK,,2200,2.0,1.0,190.0
2,1.0,Hegde Nagar,4 Bedroom,Sotosty,3500,5.0,2.0,450.0
2,1.0,Shampura,6 Bedroom,,970,6.0,3.0,105.0
2,1.0,Vidyaranyapura,7 Bedroom,,3150,7.0,3.0,375.0
2,1.0,Kanakpura Road,2 Bedroom,,1200,2.0,0.0,62.0
3,1.0,Marathahalli,2 BHK,,1026,2.0,1.0,50.18
0,1.0,Hulimavu,1 BHK,,450,1.0,1.0,20.0
3,1.0,KR Puram,2 BHK,LVniaar,1205,2.0,1.0,45.79
3,1.0,Jakkur Plantation,2 BHK,Reicace,1368,2.0,3.0,87.0
0,1.0,Anekal,1 BHK,,420,1.0,1.0,12.5
0,1.0,Doddakallasandra,2 BHK,,1270,2.0,2.0,42.0
3,1.0,Anekal,2 BHK,,614,1.0,1.0,28.0
2,0.0,Margondanahalli,2 Bedroom,,1050,2.0,0.0,58.0
3,1.0,Yelahanka,2 BHK,Juclend,1408,2.0,2.0,58.0
3,1.0,Subramanyapura,3 BHK,,1223,2.0,2.0,42.81
0,1.0,Reliaable Tranquil Layout,3 BHK,Sariana,1507,3.0,1.0,80.0
3,1.0,kadubisnahalli,2 BHK,,1160,2.0,2.0,57.0
2,1.0,Kithaganur,3 Bedroom,,1200,3.0,1.0,70.0
0,1.0,Poorna Pragna Layout,2 BHK,Pathira,960,2.0,3.0,50.0
3,1.0,NGR Layout,2 BHK,BSian M,1021,2.0,2.0,46.0
3,1.0,Hegde Nagar,3 BHK,SoisoCa,2162.03,4.0,2.0,129.0
3,1.0,Channasandra,2 BHK,Unm 2El,1065,2.0,1.0,36.0
3,1.0,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,10.25
3,1.0,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,75.0
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0
3,1.0,Marathahalli,3 BHK,Vaoodar,1800,3.0,2.0,95.0
3,1.0,Amblipura,2 BHK,IDldsin,1175,2.0,2.0,83.0
3,1.0,Lavelle Road,3 BHK,,6729,4.0,,900.0
2,1.0,Vijayanagar,4 Bedroom,,1500,4.0,1.0,360.0
3,1.0,Sanjay nagar,2 BHK,BSiumly,1050,2.0,0.0,59.0
0,0.0,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.43
3,1.0,Indira Nagar,3 BHK,Goyalir,1650,3.0,1.0,150.0
3,1.0,KR Puram,3 BHK,Srystme,1827,3.0,2.0,97.0
3,1.0,Thanisandra,3 BHK,Soitya ,1930,4.0,2.0,122.0
3,0.0,Mysore Road,2 BHK,PrawnRa,883,2.0,1.0,37.0
0,1.0,Kengeri,1 BHK,,550,1.0,1.0,16.75
0,0.0,Electronic City,3 BHK,,1400,2.0,1.0,40.44
2,0.0,RMV 2nd Stage,4 Bedroom,,1350,4.0,1.0,310.0
3,1.0,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,38.69
0,1.0,Raja Rajeshwari Nagar,3 BHK,,1021,3.0,2.0,59.0
3,0.0,Whitefield,2 BHK,,1158,2.0,1.0,55.0
2,1.0,Varanasi,5 Bedroom,,1200,4.0,1.0,99.0
3,1.0,Nagarbhavi,3 BHK,,1400,2.0,2.0,135.0
